Name,Symbol,Price,Day,Screen,Probability Up,Rating,Test Acc,Baseline,Model,Risk,Reward Risk,To Support,To Resistance,Buy Score
Bata India Limited,BATAINDIA.NS,648.6500244140625,-0.007041677131171098,SELL,0.413292700928106,Sell,0.6775244299674267,0.6612377850162867,Global,5.5,5.799155683094689,0.02058704975956771,0.14539013116204114,47.19226755222271
S.A.L. Steel Limited,SALSTEEL.NS,74.80999755859375,-0.023750486233288237,SELL,0.4385044780226824,Sell,0.60828025477707,0.5382165605095541,Global,8.7,1.999999999999998,0.41544860910248005,,47.17448080134642
Voltas Limited,VOLTAS.NS,1165.0,0.005610703495899871,SELL,0.4330339306382645,Sell,0.56957928802589,0.5501618122977346,Global,5.3,6.267162511692181,,0.20985963067138802,47.17273213061872
Trident Limited,TRIDENT.NS,23.389999389648438,-0.008478201002364627,SELL,0.4267685330608431,Sell,0.6163934426229508,0.6360655737704918,Global,4.0,3.7391340985868275,0.08621788950277876,0.08307027642719556,47.151889967958795
Balmer Lawrie & Company Limited,BALMLAWRIE.NS,168.72000122070312,-0.006535951235846937,HOLD,0.4519136962279688,Neutral,0.5888157894736842,0.5822368421052632,Global,4.7,2.811611320012301,0.01372929241594889,0.0519463045671722,47.147059309048004
Airo Lam limited,AIROLAM.NS,84.25,-0.013119394524406025,SELL,0.42860483927179344,Sell,0.6381578947368421,0.6217105263157895,Global,6.0,3.2723637896051643,0.023320759458808737,0.0905638108975102,47.12636044277552
Housing Development and Infrastructure Limited,HDIL.NS,1.4700000286102295,-0.013422805905036084,SELL,0.4434730052875075,Sell,0.719626168224299,0.6978193146417446,Global,8.1,5.207022228580064,0.01379308984055716,0.3605441912071554,47.12421525530553
Noida Toll Bridge Company Limited,NOIDATOLL.NS,3.950000047683716,-0.010025053072035384,HOLD,0.4554355925097004,Neutral,0.6383647798742138,0.5943396226415094,Global,8.3,2.0,0.012820500280416924,0.1037974888306934,47.083198079296515
Semac Construction Limited,SEMAC.NS,273.04998779296875,-0.02429879636319021,HOLD,0.4638058859664476,Neutral,0.6148867313915858,0.5598705501618123,Global,8.4,2.0,0.21355550130208334,0.025416600445586912,47.071007900036584
Tata Steel Limited,TATASTEEL.NS,183.0,-0.020237706413968826,SELL,0.4494115925813725,Sell,0.5439739413680782,0.5407166123778502,Global,4.6,3.511077079304337,0.018954330055261037,0.0008888952522467797,47.06333712248105
Jio Financial Services Limited,JIOFIN.NS,229.89999389648438,-0.001520113370317544,HOLD,0.4534806114691006,Neutral,0.5441176470588235,0.5588235294117647,Global,4.8,5.228290920481177,0.008019938556585116,0.06753043658847835,47.00586851504448
ABM International Limited,ABMINTLLTD.NS,52.5,-0.0024700943468912717,SELL,0.3914086528080785,Sell,0.7222222222222222,0.6568627450980392,Global,8.6,2.0,0.17423397618079428,0.01790473574683782,46.94994930269251
ACC Limited,ACC.NS,1246.5,-0.006218646675022033,SELL,0.4426895603412581,Sell,0.5928338762214984,0.6091205211726385,Global,4.8,5.478125527805776,0.001607791200651354,0.13495209288940369,46.94722701034739
PAKKA LIMITED,PAKKA.NS,76.56999969482422,0.0038017949681201646,SELL,0.3977558616681667,Sell,0.6549295774647887,0.619718309859155,Global,9.8,4.038728974562445,0.0002612232824195093,0.2860128198140668,46.93768490530198
Dev Information Technology Limited,DEVIT.NS,24.18000030517578,0.00876099281756293,HOLD,0.4502605099397709,Neutral,0.6741935483870968,0.6580645161290323,Global,7.8,3.4728687114581533,0.007500012715657478,0.2448304384440705,46.91611594116369
Birla Corporation Limited,BIRLACORPN.NS,825.1500244140625,-0.013804216116242718,HOLD,0.4699124443721436,Neutral,0.6123778501628665,0.6319218241042346,Global,5.8,4.777602455806284,0.0861185517886165,0.1831288914676803,46.912065664948685
The Phoenix Mills Limited,PHOENIXLTD.NS,1890.0,0.0013245033112583293,HOLD,0.4520556887263986,Neutral,0.5377049180327869,0.5606557377049181,Global,4.6,3.154990033115653,0.012033821243071063,0.05310251013326095,46.9002478430896
Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR.NS,24.989999771118164,-0.01961553568025265,SELL,0.437412666657035,Sell,0.5725490196078431,0.5450980392156863,Global,7.9,4.963408831275105,0.03529702794500422,0.020408172611160236,46.886101335015624
Sirca Paints India Limited,SIRCA.NS,427.3500061035156,-0.009732317942893864,SELL,0.41435382590477293,Sell,0.5765472312703583,0.5667752442996743,Global,5.0,3.8350156511400266,0.012797710013656483,0.0012559154191875699,46.86752645355209
RITES Limited,RITES.NS,209.14999389648438,-0.007827367795949725,SELL,0.44584763818181955,Sell,0.6524590163934426,0.619672131147541,Global,4.8,1.999999999999995,0.03424872526148737,0.023727456304430072,46.853782159288116
Sanofi India Limited,SANOFI.NS,3079.199951171875,-0.00862847676372347,SELL,0.41226290385705044,Sell,0.6655844155844156,0.6558441558441559,Global,5.2,7.234998816396138,0.00825145748915368,0.0950896510363648,46.82935081623092
Vardhman Acrylics Limited,VARDHACRLC.NS,44.060001373291016,-0.004293754275909278,HOLD,0.4571379927472965,Neutral,0.6360655737704918,0.6065573770491803,Global,6.3,1.9999999999999964,0.09145435764571186,0.036906929149254086,46.82365142165464
Mazagon Dock Shipbuilders Limited,MAZDOCK.NS,2339.0,-0.01854647200296422,HOLD,0.4710423166489721,Neutral,0.587360594795539,0.5947955390334573,Global,5.4,6.430526910335081,0.011540314751093739,0.10514948100560151,46.819925559449906
Berger Paints (I) Limited,BERGEPAINT.NS,458.04998779296875,-0.012397585492319396,HOLD,0.46462287432029764,Neutral,0.5934426229508196,0.6065573770491803,Global,5.1,3.545066882445744,0.012634693402689301,0.061736150233890896,46.81687504414652
MSP Steel & Power Limited,MSPL.NS,33.959999084472656,-0.012790768078171144,SELL,0.42573789008911245,Sell,0.6114649681528662,0.5859872611464968,Global,7.5,3.662227643956961,0.02909088134765625,0.12131928320533425,46.8078384883071
Premier Energies Limited,PREMIERENE.NS,974.2000122070312,0.006508924097592184,HOLD,0.4532354498563029,Neutral,0.6363636363636364,0.6022727272727273,Global,6.2,2.167354123916632,0.03297639425954979,0.07968071213178018,46.782061606242635
Ahlada Engineers Limited,AHLADA.NS,35.060001373291016,-0.006517413892588753,HOLD,0.45203815040062495,Neutral,0.6579804560260586,0.6286644951140066,Global,9.9,3.0352928907088317,0.12299814684153265,0.22076433430107967,46.77428667613161
AAA Technologies Limited,AAATECH.NS,91.87999725341797,-0.00959361239467027,SELL,0.432869867867861,Sell,0.5970149253731343,0.585820895522388,Global,6.0,3.2793761831352684,0.013568651786799002,0.060078411378659435,46.75768530540302
Shyam Telecom Limited,SHYAMTEL.NS,11.479999542236328,-0.001739170240319332,SELL,0.4225873707865468,Sell,0.6254180602006689,0.5819397993311037,Global,10.0,2.519242426744674,0.0049605814146376215,0.2891986742929602,46.74234471108886
Sunflag Iron And Steel Company Limited,SUNFLAG.NS,337.20001220703125,-0.02090587054893278,SELL,0.4400221698834354,Sell,0.6123778501628665,0.6026058631921825,Global,6.0,5.053456501817455,0.013878304614478365,0.09409481469632852,46.73656572409024
Century Plyboards (India) Limited,CENTURYPLY.NS,717.0499877929688,-0.02315918572672826,SELL,0.44971951326286136,Sell,0.5868852459016394,0.6098360655737705,Global,4.8,9.523228620385812,0.009121142369239665,0.13326335314663362,46.735223318783426
Nahar Capital and Financial Services Limited,NAHARCAP.NS,258.8999938964844,0.007785130585896027,SELL,0.4410832143765875,Sell,0.6052631578947368,0.5723684210526316,Global,5.4,2.1495173091540405,0.03458566978519095,0.013804552154552452,46.71435688372392
Sona BLW Precision Forgings Limited,SONACOMS.NS,788.0,-0.019290603609209755,SELL,0.4418257117848536,Sell,0.5774058577405857,0.5271966527196652,Global,4.6,1.8013673363250355,0.3576539670510699,0.07106598984771573,46.65179086242303
JSW Steel Limited,JSWSTEEL.NS,1265.0,-0.029907975460122693,HOLD,0.4590355272074425,Neutral,0.5146579804560261,0.5244299674267101,Global,4.1,2.844012015270813,0.01643769439832865,0.009773073395952458,46.64968803878902
Ashoka Metcast Limited,ASHOKAMET.NS,17.200000762939453,0.19944216038487483,HOLD,0.5185334745747889,Neutral,0.5704225352112676,0.5422535211267605,Global,9.2,2.7880026799393485,0.05521482012297363,0.016046478979133694,46.622498486945965
IndusInd Bank Limited,INDUSINDBK.NS,978.2000122070312,-0.01520182801923553,HOLD,0.45183762959792473,Neutral,0.5211726384364821,0.5374592833876222,Global,4.6,3.0735836084218526,0.11898630858249049,0.10187074436246868,46.62229222242153
Anupam Rasayan India Limited,ANURAS.NS,1219.4000244140625,-0.009503656408007322,HOLD,0.4502475476103463,Neutral,0.5714285714285714,0.5591836734693878,Global,3.3,2.2128497436394055,0.015510815616012863,0.04469411096345355,46.62072249428201
Spandana Sphoorty Financial Limited,SPANDANA.NS,235.3699951171875,0.013782990797603478,HOLD,0.45233816354899137,Neutral,0.6071428571428571,0.6006493506493507,Global,5.9,4.178814202855751,0.014525841022359876,0.08042659781313799,46.61751339081585
Bharat Gears Limited,BHARATGEAR.NS,101.13999938964844,-0.014902101943931378,SELL,0.419613758384156,Sell,0.6201298701298701,0.5909090909090908,Global,6.3,3.1052162355970956,0.061414927097066085,0.14056096875064727,46.613096525455994
3M India Limited,3MINDIA.NS,32710.0,-0.002743902439024337,SELL,0.4151349047664958,Sell,0.5849673202614379,0.5784313725490196,Global,4.6,3.2691972688842124,0.013243298704248785,0.021434641121800047,46.59748476361073
MMTC Limited,MMTC.NS,61.91999816894531,-0.004981542271756179,SELL,0.40170433948923057,Sell,0.667741935483871,0.6322580645161291,Global,5.5,2.0,0.005031611029422178,0.030200303647939908,46.57881388919033
Wipro Limited,WIPRO.NS,167.39999389648438,0.006614496840293027,HOLD,0.4616266247703212,Neutral,0.5475409836065573,0.5737704918032787,Global,5.8,3.9871529185523515,0.0018451098019940382,0.1430107724867069,46.542948003366504
Zuari Agro Chemicals Limited,ZUARI.NS,220.4199981689453,-0.01174675034098649,SELL,0.43581609825096085,Sell,0.6310679611650486,0.6116504854368932,Global,7.1,3.3606836095337993,0.026283303936497582,0.10244080400430722,46.54059271601625
Rupa & Company Limited,RUPA.NS,137.47999572753906,0.00021825230966121545,SELL,0.4416089412212907,Sell,0.6449511400651465,0.6351791530944626,Global,6.3,10.10944298376058,0.012473169456308497,0.17446784338887067,46.521289427845716
UCO Bank,UCOBANK.NS,24.1200008392334,0.007939846704327902,HOLD,0.4564589323510225,Neutral,0.5916398713826366,0.607717041800643,Global,5.2,3.8024657894089557,0.10363482853614148,0.12313429560597333,46.51390176146688
Honasa Consumer Limited,HONASA.NS,471.1499938964844,-0.009460738058958862,SELL,0.4447460841101664,Sell,0.552,0.528,Global,5.2,2.0,0.08411479319211357,0.036421033568798444,46.513860409744915
Future Lifestyle Fashions Limited,FLFL.NS,1.159999966621399,0.008695644061371466,SELL,0.44749865410794937,Sell,0.6383647798742138,0.610062893081761,Global,8.2,3.8703909569107378,0.04504500150622537,0.18534486169409758,46.47202929054378
Persistent Systems Limited,PERSISTENT.NS,5516.0,0.0011797803793447414,HOLD,0.452951450660005,Neutral,0.598705501618123,0.5598705501618123,Global,6.5,2.0000000000000036,0.16506382814938148,0.013286295273688298,46.47106221926316
Hitachi Energy India Limited,POWERINDIA.NS,31435.0,0.0076935406315115085,SELL,0.4491235324664298,Sell,0.5322033898305085,0.5288135593220339,Global,5.7,3.909792937695022,0.007934180173215788,0.16371130759475339,46.4419040707823
Vinati Organics Limited,VINATIORGA.NS,1294.300048828125,-0.01379150811431784,HOLD,0.45508275598138676,Neutral,0.5741935483870968,0.5838709677419355,Global,5.1,3.1677394107408134,0.011705444162355194,0.05230622623646752,46.40956282022603
Atul Limited,ATUL.NS,6244.5,-0.017542479546884815,HOLD,0.45569062591655607,Neutral,0.5876623376623377,0.577922077922078,Global,4.2,2.8452245829899963,0.04859075366808696,0.09490265586857971,46.37997053705953
Madras Fertilizers Limited,MADRASFERT.NS,61.83000183105469,-0.012300266163500329,SELL,0.43643852870519284,Sell,0.6547231270358306,0.6319218241042346,Global,7.2,3.0598989469672664,0.17636986711485014,0.16347235908571656,46.364489488046466
Adani Green Energy Limited,ADANIGREEN.NS,1281.300048828125,-0.013701737427701977,SELL,0.42147674946422703,Sell,0.6111111111111112,0.5751633986928104,Global,6.8,5.7646057676009,0.28309641513491,0.27331611474780426,46.327432244453206
Solex Energy Limited,SOLEX.NS,698.5999755859375,-0.009429315014622519,SELL,0.43967266307782626,Sell,0.6410256410256411,0.6057692307692308,Global,9.2,8.696025100277433,,0.6601776257655387,46.26440238466054
DCM Financial Services Limited,DCMFINSERV.NS,5.070000171661377,-0.028735560260389592,HOLD,0.4622914115993683,Neutral,0.6477987421383647,0.6257861635220126,Global,8.5,5.477209547162296,0.03153615686904554,0.01676524592711015,46.25250346887805
Privi Speciality Chemicals Limited,PRIVISCL.NS,3556.10009765625,0.017307471767312288,HOLD,0.4600904862879773,Neutral,0.5344262295081967,0.5475409836065575,Global,5.0,3.162532700474196,0.01938992794187877,0.00695975205354471,46.21694638542463
Cantabil Retail India Limited,CANTABIL.NS,240.2100067138672,0.0006248819328460442,SELL,0.42663570603949225,Sell,0.5876623376623377,0.5681818181818181,Global,6.2,2.7035047116511333,0.01699348376270482,0.05846594685946793,46.215098826475106
Greenply Industries Limited,GREENPLY.NS,290.25,-0.021739170683048537,SELL,0.44899906360339,Sell,0.6129032258064516,0.6,Global,7.0,3.921577264341803,0.019480452152260685,0.01342762357191507,46.214725720362864
Butterfly Gandhimathi Appliances Limited,BUTTERFLY.NS,586.25,-0.03948550266230688,HOLD,0.4632489401046365,Neutral,0.625,0.638157894736842,Global,5.2,5.196728994965796,0.017971826961576953,0.11727078891257992,46.21455998311355
Easy Trip Planners Limited,EASEMYTRIP.NS,5.829999923706055,0.006908456324104417,SELL,0.4396647671202942,Sell,0.7020408163265306,0.6938775510204082,Global,6.3,27.124382690697892,0.010398603635680903,0.4133790529932124,46.17749274320258
Jet Freight Logistics Limited,JETFREIGHT.NS,20.06999969482422,-0.006435696198276664,HOLD,0.4803584508941361,Neutral,0.625,0.6013513513513513,Global,6.2,2.188218869209734,0.026073632045330086,0.06626805899000798,46.1705421853943
Onward Technologies Limited,ONWARDTEC.NS,283.6499938964844,-0.01732201664897004,SELL,0.4282947739865312,Sell,0.6085526315789473,0.5822368421052632,Global,6.2,2.5828925815145727,0.03189686552915205,0.040719261621990244,46.1654433088153
PB Fintech Limited,POLICYBZR.NS,1797.300048828125,-0.0014999728732638662,SELL,0.4425037880525105,Sell,0.547945205479452,0.5388127853881279,Global,5.4,2.8946514451654006,0.02351938999323755,0.02681797688889076,46.145582180289466
Vinny Overseas Limited,VINNY.NS,0.9700000286102295,-0.029999971389770508,HOLD,0.4765556635386507,Neutral,0.6830985915492958,0.704225352112676,Global,5.3,3.700584763472957,0.026455064499479652,0.11340207325840757,46.110320006138224
Siemens Limited,SIEMENS.NS,3957.0,0.0006575201599385849,SELL,0.4264388418168478,Sell,0.545751633986928,0.5163398692810457,Global,4.3,2.0,0.15219189383584153,0.04862266928070502,46.10912645223773
Aether Industries Limited,AETHER.NS,1674.699951171875,0.020971713296189964,HOLD,0.46992104791175365,Neutral,0.59375,0.5625,Global,5.3,1.9999999999999973,0.19604342920470863,,46.09391618611308
CIE Automotive India Limited,CIEINDIA.NS,379.6499938964844,-0.005631204728194561,SELL,0.40584146663616444,Sell,0.5746753246753247,0.5844155844155844,Global,3.8,9.90876319329539,0.006555393500989437,0.11375395586366865,46.067085485900684
Lokesh Machines Limited,LOKESHMACH.NS,347.1499938964844,-0.0002879945385618754,SELL,0.41621205343980816,Sell,0.6111111111111112,0.5718954248366013,Global,8.7,3.259155871802601,0.057095007151279686,0.007777653044799937,46.06573203760524
ABB India Limited,ABB.NS,7274.0,-0.007504434438531882,HOLD,0.45804714225374793,Neutral,0.5537459283387622,0.5309446254071661,Global,4.3,1.746881365771502,0.10104084049883744,0.058563307501707795,46.05274582525032
Sumitomo Chemical India Limited,SUMICHEM.NS,476.3999938964844,-0.009357454891065431,HOLD,0.46914833532844674,Neutral,0.631578947368421,0.5855263157894737,Global,6.3,2.0,0.07810914048009443,0.0017307827061934233,46.04572245848543
HCL Technologies Limited,HCLTECH.NS,1206.0999755859375,-0.0007456705998860613,HOLD,0.4759645596110184,Neutral,0.598705501618123,0.5728155339805825,Global,6.5,2.0,0.11123474094183461,0.03166959518210999,46.000344328347666
KRN Heat Exchanger and Refrigeration Limited,KRN.NS,1593.5999755859375,0.0056796668803886785,SELL,0.4479223421175474,Sell,0.5783132530120482,0.5180722891566265,Global,8.1,1.999999999999998,0.38809284659242205,,45.989691403066104
Aditya Birla Real Estate Limited,ABREL.NS,1281.5999755859375,-0.04172278137393626,HOLD,0.47815556191061925,Neutral,0.6084142394822006,0.627831715210356,Global,6.9,3.423917292470515,0.08249078087416262,0.15033457605966483,45.96638800263942
Power & Instrumentation (Gujarat) Limited,PIGL.NS,102.0999984741211,-0.019306523143278298,SELL,0.44215279831926707,Sell,0.6298701298701299,0.5844155844155844,Global,8.8,2.0000000000000018,0.014910537005483837,0.10381977113161112,45.95298600418845
Shriram Properties Limited,SHRIRAMPPS.NS,71.83000183105469,-0.010878558050791631,HOLD,0.4550349446741313,Neutral,0.6,0.5953488372093023,Global,6.3,12.503593792488834,0.01211780464364276,0.21147150549203797,45.93903591644111
Max Healthcare Institute Limited,MAXHEALTH.NS,1037.699951171875,-0.0008665746535905239,HOLD,0.4522114460539268,Neutral,0.5434782608695652,0.5797101449275363,Global,5.2,3.6538129927198635,0.014288350516685977,0.06948322505143767,45.93894601394489
Sundaram Clayton Limited,SUNCLAY.NS,1298.300048828125,0.0023935282374316635,SELL,0.4355598394425051,Sell,0.5811965811965812,0.5726495726495726,Global,6.0,3.880674070885085,0.017476527294768784,0.08572588589169605,45.937337895103084
Mahindra EPC Irrigation Limited,MAHEPC.NS,101.81999969482422,-0.008085745920280774,SELL,0.4465427832448261,Sell,0.6345514950166113,0.6312292358803987,Global,5.8,4.030531004038803,0.10782282273806842,0.15743467714930381,45.923019264152416
National Fertilizers Limited,NFL.NS,68.48999786376953,0.0011694465091978135,SELL,0.4284071730753068,Sell,0.6013071895424836,0.6013071895424836,Global,4.8,7.530139046074694,0.0062404718899635725,0.08411738410396152,45.885656595351406
Tarapur Transformers Limited,TARAPUR.NS,12.970000267028809,0.018053414446055127,HOLD,0.46680415358658256,Neutral,0.6213235294117647,0.5882352941176471,Global,9.3,3.7634715751847843,0.06224408079503796,0.23824203047772463,45.877293776564024
Sagardeep Alloys Limited,SAGARDEEP.NS,23.790000915527344,-0.010399334046552688,SELL,0.4488047840924901,Sell,0.6019417475728155,0.5922330097087378,Global,6.3,3.108402233514771,0.02565211909831877,0.09289613280469555,45.87684807160335
Goodluck India Limited,GOODLUCK.NS,516.8499755859375,-0.002027512605957127,SELL,0.4421942135895722,Sell,0.6098360655737705,0.5540983606557377,Global,8.1,2.0,0.23697637735005128,0.028667335059818777,45.8681789218186
Kovai Medical Center & Hospital Limited,KOVAI.NS,6203.5,-0.01406547997457086,HOLD,0.4534018146670556,Neutral,0.6746031746031746,0.6587301587301587,Global,4.4,1.999999999999996,0.08900122479880901,0.014549913544257942,45.83497462430914
Nalwa Sons Investments Limited,NSIL.NS,5551.0,-0.009457530335474695,HOLD,0.46097234048817937,Neutral,0.5849673202614379,0.5849673202614378,Global,5.9,3.682343074640336,0.00908925649881831,0.051414159610880805,45.833589453664295
Kotak Mahindra Bank Limited,KOTAKBANK.NS,419.0,0.005881676338564512,HOLD,0.4610754656470513,Neutral,0.5765472312703583,0.5602605863192183,Global,4.3,2.0896622218025653,0.019141846283165398,0.04950076804959158,45.82776937971557
Fortis Healthcare Limited,FORTIS.NS,887.7999877929688,-0.01623361318178096,SELL,0.4350717902870905,Sell,0.4935483870967742,0.5516129032258065,Global,4.9,4.707173335475639,0.009896499202189712,0.06943325765746877,45.811352074190296
JK Tyre & Industries Limited,JKTYRE.NS,353.95001220703125,-0.0103452586399988,SELL,0.4479253819199584,Sell,0.551948051948052,0.564935064935065,Global,5.4,12.968858679800071,0.009586279734320025,0.1873712077269989,45.810631449257244
HDFC Asset Management Company Limited,HDFCAMC.NS,2403.89990234375,-0.01228537508608063,HOLD,0.4552481862574433,Neutral,0.5422077922077922,0.564935064935065,Global,5.4,4.939395240769577,0.015037348040745524,0.09750614767145405,45.76794154314958
Lemon Tree Hotels Limited,LEMONTREE.NS,104.77999877929688,-0.008703861830722692,SELL,0.4349227783753869,Sell,0.5928338762214984,0.5895765472312704,Global,5.4,6.06398271388126,0.012367137964220953,0.10402750193610988,45.766269152343106
NLC India Limited,NLCINDIA.NS,264.3999938964844,-0.02218934961328789,SELL,0.43829895455902745,Sell,0.6295081967213115,0.6065573770491803,Global,5.2,2.0,0.004177767392760101,0.02453532400654468,45.73932009152716
Bayer Cropscience Limited,BAYERCROP.NS,3974.10009765625,-0.001080787450494114,SELL,0.4470174923920252,Sell,0.6351791530944625,0.6319218241042346,Global,3.9,4.282767633054672,,0.09179431713424702,45.69854020049157
Gandhi Special Tubes Limited,GANDHITUBE.NS,887.75,-0.012843309184640717,SELL,0.44168123402608955,Sell,0.5816993464052288,0.5718954248366013,Global,4.5,2.7280046962026567,0.03439205446357607,0.08272253446817124,45.656999519242426
InterGlobe Aviation Limited,INDIGO.NS,4973.0,0.005662285136501577,HOLD,0.456898726753368,Neutral,0.5672131147540984,0.580327868852459,Global,5.2,2.957654389046285,0.017805976258698397,0.016690126684094198,45.65541445254373
Pondy Oxides & Chemicals Limited,POCL.NS,454.1499938964844,-0.0074308687295229214,HOLD,0.4727900656890083,Neutral,0.6424242424242425,0.6424242424242423,Global,6.0,2.8520376570820023,0.005913845231648729,0.1405923306432304,45.64152416790213
IL&FS Engineering and Construction Company Limited,IL&FSENGG.NS,38.540000915527344,-0.014070075080931832,HOLD,0.4518531008131061,Neutral,0.6289308176100629,0.5880503144654088,Global,7.6,2.0,0.1590977718955593,0.022054967668115433,45.63984766995205
Gulshan Polyols Limited,GULPOLY.NS,174.83999633789062,-0.010414288058451127,SELL,0.4492568566354101,Sell,0.6064516129032258,0.6161290322580646,Global,5.5,12.158967448859615,0.01124163304597725,0.19528615225969603,45.61972035332221
Jubilant Pharmova Limited,JUBLPHARMA.NS,1025.199951171875,-0.00043881756103369973,HOLD,0.4667397691097149,Neutral,0.5751633986928104,0.5947712418300654,Global,5.9,4.1813487286507645,0.01653015318379869,0.006154756737785316,45.563893633367506
Shree Rama Newsprint Limited,RAMANEWS.NS,30.950000762939453,-0.0373250608393757,HOLD,0.46554160574640197,Neutral,0.6012861736334405,0.5884244372990354,Global,7.9,5.850214483262125,0.023140521088907517,0.033925661104275306,45.556975289253316
Bharat Petroleum Corporation Limited,BPCL.NS,304.5,0.004950495049504955,HOLD,0.45097205961167686,Neutral,0.5709677419354838,0.5935483870967742,Global,5.3,3.5486876966107013,0.017034088869350317,0.024630541871921263,45.537712982049236
Eris Lifesciences Limited,ERIS.NS,1355.5,-0.0008108326741362859,SELL,0.42664975705652547,Sell,0.5620915032679739,0.565359477124183,Global,4.6,5.2954100693756745,0.01338219552988651,0.09605582546799663,45.528823188084786
Reliance Communications Limited,RCOM.NS,1.0099999904632568,0.04123707285899503,HOLD,0.5363359375413589,Neutral,0.7337461300309598,0.6996904024767802,Global,7.8,2.0,0.0631578980390386,0.04950490375089078,45.52721974601829
Procter & Gamble Health Limited,PGHL.NS,5411.5,-0.0025804073357293955,SELL,0.43481933935713585,Sell,0.5737704918032787,0.5704918032786885,Global,4.7,2.8210992625609874,0.013805860163420114,0.052330727532288845,45.5184618287804
Pearl Polymers Limited,PEARLPOLY.NS,15.510000228881836,-0.007042231593032411,SELL,0.408912904370856,Sell,0.6688524590163935,0.6327868852459017,Global,8.4,3.7105267922493477,0.2164706061868107,0.2727272391885247,45.50125380889476
Natco Pharma Limited,NATCOPHARM.NS,815.3499755859375,-0.004031086214755786,SELL,0.4403863447899681,Sell,0.5836065573770491,0.5770491803278688,Global,5.4,2.8026296551071077,0.014972383572726677,0.05514947538480186,45.48484399781497
NIIT Limited,NIITLTD.NS,92.48999786376953,-0.017004979661974562,HOLD,0.45037184316873885,Neutral,0.6579804560260586,0.6416938110749186,Global,8.2,3.1250575493817876,0.020216130675299704,0.0772403583551291,45.47404359557445
FDC Limited,FDC.NS,341.45001220703125,-0.01129287339672258,SELL,0.4439735580060888,Sell,0.6038961038961039,0.6233766233766234,Global,5.8,3.0773300345343024,0.09106885728812797,0.1334016288315445,45.4666121816606
Ganges Securities Limited,GANGESSECU.NS,115.11000061035156,-0.004411019928344917,SELL,0.4091396429631584,Sell,0.6065573770491803,0.5934426229508196,Global,6.3,4.825159060563733,0.016064963192835346,0.10003474353741715,45.464131766618785
Azad Engineering Limited,AZAD.NS,2849.10009765625,0.02725801249549309,HOLD,0.465060214747035,Neutral,0.576271186440678,0.5338983050847458,Global,6.1,2.0,0.26626671006944447,0.048260852650670705,45.45822977425147
Malu Paper Mills Limited,MALUPAPER.NS,34.529998779296875,0.004070933182120928,SELL,0.4371243772821399,Sell,0.6535947712418301,0.6143790849673203,Global,7.8,2.0,0.015588199391084467,0.005864503450793146,45.42435881173644
Fiem Industries Limited,FIEMIND.NS,2009.5,0.01142538283369987,SELL,0.43202714444525564,Sell,0.5377049180327869,0.540983606557377,Global,5.5,3.2456248579206157,0.0025673858396670912,0.13245302063959286,45.40880328428774
HMT Limited,HMT.NS,63.36000061035156,-0.008605840062176351,SELL,0.4303658843080916,Sell,0.6613418530351438,0.6198083067092652,Global,8.8,1.9955349341636808,0.08289185486155515,0.041666656632214805,45.38813475600966
EIH Associated Hotels Limited,EIHAHOTELS.NS,287.45001220703125,-0.01406268481427242,HOLD,0.4522418816086396,Neutral,0.5811688311688312,0.5909090909090908,Global,6.2,3.610934442933733,0.09004205108867636,0.15491584577609174,45.37749921443836
Globale Tessile Limited,GLOBALE.NS,11.380000114440918,0.04884789993891214,HOLD,0.5376982459729814,Neutral,0.6067415730337079,0.6179775280898876,Global,7.7,4.975368337111516,0.03454546494917432,0.05448153596873162,45.360669094127665
Navneet Education Limited,NAVNETEDUL.NS,127.8499984741211,0.001253003599778868,SELL,0.41673654689984,Sell,0.5830618892508144,0.6058631921824105,Global,4.2,7.493303182983296,0.016214934863004515,0.15643338183881839,45.354040563599995
Motherson Sumi Wiring India Limited,MSUMI.NS,36.29999923706055,-0.0011007406538080522,SELL,0.43994189027037106,Sell,0.5792079207920792,0.6089108910891089,Global,5.2,7.789871834536208,0.013955781094515007,0.14563071487239898,45.35041093142993
Swan Defence and Heavy Industries Limited,SWANDEF.NS,2727.89990234375,0.02444789406710246,HOLD,0.4840750771356637,Neutral,0.6706827309236948,0.6345381526104418,Global,7.3,2.0,0.19644732558936395,0.008101506084318588,45.346478667415525
SML Mahindra Limited,SMLMAH.NS,6583.0,0.048582351067218754,BUY,0.5648037267445889,Neutral,0.5927152317880795,0.5562913907284768,Global,8.5,2.000000000000002,0.7461306653067501,,45.34614660213014
Precision Camshafts Limited,PRECAM.NS,116.80999755859375,-0.010504069979738961,HOLD,0.4709477760535365,Neutral,0.6527331189710611,0.6463022508038585,Global,7.2,4.308016229836348,0.13144027433152883,0.26273438132734883,45.34523094786495
OnMobile Global Limited,ONMOBILE.NS,47.0,0.00021277550917364607,HOLD,0.46438427943828225,Neutral,0.6168831168831169,0.6136363636363636,Global,5.8,3.5103998251233994,0.030475759067035924,0.12085107032288889,45.34522035357474
M K Proteins Limited,MKPL.NS,3.9600000381469727,-0.012468874783282846,HOLD,0.45396020857510705,Neutral,0.6492537313432836,0.6455223880597014,Global,6.5,6.457364544173029,0.11235957915637584,0.30050506205987393,45.32672554162628
